,title,artist,region,date,n
2045,Girls Like You (feat. Cardi B),Maroon 5,Indonesia,2018-06,20
2046,X,"Nicky Jam, J Balvin",Spain,2018-03,20
2047,DDU-DU DDU-DU - KR Ver.,BLACKPINK,Thailand,2018-07,20
2048,อาวรณ์,Polycat,Thailand,2018-08,20
2049,I Love It (& Lil Pump),Kanye West,Global,2018-09,20
2050,In My Mind,"Dynoro, Gigi D'Agostino",Austria,2018-08,20
2051,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,El Salvador,2018-10,20
2052,In My Mind,"Dynoro, Gigi D'Agostino",Switzerland,2018-08,20
2053,In My Mind,"Dynoro, Gigi D'Agostino",Lithuania,2018-08,20
2054,Cuando Te Besé,"Becky G, Paulo Londra",Bolivia,2018-09,20
2055,I Love It (& Lil Pump),Kanye West,Greece,2018-09,20
2056,No Es Justo,"J Balvin, Zion & Lennox",Colombia,2018-08,20
2057,In My Feelings,Drake,South Africa,2018-07,20
2058,I Love It (& Lil Pump),Kanye West,Romania,2018-09,20
2059,In My Feelings,Drake,Portugal,2018-07,20
2060,öölaps!,nublu,Estonia,2018-08,20
2061,In My Feelings,Drake,Hong Kong,2018-08,20
2062,Vaina Loca,"Ozuna, Manuel Turizo",Panama,2018-07,20
2063,Adan y Eva,Paulo Londra,Spain,2019-01,20
2064,Crazy,"Lost Frequencies, Zonderling",Belgium,2018-01,20
2065,Adan y Eva,Paulo Londra,Chile,2018-12,20
2066,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Peru,2018-11,20
2067,Funky Friday,"Dave, Fredo",United Kingdom,2018-10,20
2068,Buwan,juan karlos,Philippines,2018-11,20
2069,Shotgun,George Ezra,New Zealand,2018-10,20
2070,Sweet but Psycho,Ava Max,Norway,2018-11,20
2071,Adan y Eva,Paulo Londra,Bolivia,2019-01,20
2072,MIA (feat. Drake),Bad Bunny,Honduras,2018-10,20
2073,Kill This Love,BLACKPINK,Philippines,2019-04,20
2074,Con Calma,"Daddy Yankee, Snow",Uruguay,2019-02,20
2075,MIA (feat. Drake),Bad Bunny,Paraguay,2018-10,20
2076,SOS,"Avicii, Aloe Blacc",Norway,2019-04,20
2077,MIA (feat. Drake),Bad Bunny,Dominican Republic,2018-10,20
2078,Secreto,"Anuel AA, KAROL G",Panama,2019-02,20
2079,Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",Dominican Republic,2018-11,20
2080,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Colombia,2019-04,20
2081,7 rings,Ariana Grande,Lithuania,2019-03,20
2082,Adan y Eva,Paulo Londra,Uruguay,2018-11,20
2083,MIA (feat. Drake),Bad Bunny,Bolivia,2018-10,20
2084,MIA (feat. Drake),Bad Bunny,Colombia,2018-10,20
2085,MIA (feat. Drake),Bad Bunny,Chile,2018-10,20
2086,7 rings,Ariana Grande,Taiwan,2019-02,20
2087,Callaita,"Bad Bunny, Tainy",Chile,2019-07,20
2088,Tricheur,"Nekfeu, Damso",France,2019-06,20
2089,Sucker,Jonas Brothers,Hong Kong,2019-03,20
2090,I Don't Care (with Justin Bieber),Ed Sheeran,Singapore,2019-06,20
2091,I Don't Care (with Justin Bieber),Ed Sheeran,Global,2019-06,20
2092,I Don't Care (with Justin Bieber),Ed Sheeran,Ireland,2019-06,20
2093,Callaita,"Bad Bunny, Tainy",Colombia,2019-07,20
2094,Calma - Remix,"Pedro Capó, Farruko",El Salvador,2018-12,20
2095,bad guy,Billie Eilish,Hungary,2019-06,20
2096,Callaita,"Bad Bunny, Tainy",Spain,2019-07,20
2097,Callaita,"Bad Bunny, Tainy",Guatemala,2019-07,20
2098,"""A Whole New World (End Title) - From """"Aladdin""""""","ZAYN, Zhavia Ward",Indonesia,2019-06,20
2099,Sucker,Jonas Brothers,India,2019-03,20
2100,Eiskalt,"Loredana, Mozzik",Germany,2019-08,20
2101,Goteo,Duki,Argentina,2019-09,20
2102,Señorita,"Shawn Mendes, Camila Cabello",Hungary,2019-09,20
2103,quando a bad bater - ao vivo,Luan Santana,Brazil,2019-09,20
2104,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",El Salvador,2019-10,20
2105,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",Ecuador,2019-11,20
2106,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Dominican Republic,2019-09,20
2107,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Costa Rica,2019-10,20
2108,everything i wanted,Billie Eilish,Estonia,2019-12,20
2109,Dance Monkey,Tones And I,Hungary,2020-01,20
2110,Lev nu dö sen,Miss Li,Sweden,2019-11,20
2111,The Box,Roddy Ricch,Greece,2020-01,20
2112,عشق,Faisal Abdulkareem,Saudi Arabia,2020-04,20
2113,Auto Blu,"Shiva, Eiffel 65",Italy,2020-04,20
2114,Blinding Lights,The Weeknd,Iceland,2020-01,20
2115,Tusa,"KAROL G, Nicki Minaj",Chile,2020-02,20
2116,Roses - Imanbek Remix,SAINt JHN,Australia,2020-04,20
2117,Mi Gente,"J Balvin, Willy William",Belgium,2017-08,20
2118,Toosie Slide,Drake,Denmark,2020-04,20
2119,BUBBLETEA,"Quebonafide, Duit, Daria Zawiałow",Poland,2020-04,20
2120,Favorito,Camilo,Argentina,2020-04,20
2121,Toosie Slide,Drake,Switzerland,2020-04,20
2122,Blinding Lights,The Weeknd,Netherlands,2020-02,20
2123,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Mexico,2020-03,20
2124,Bank Account,21 Savage,United States,2017-08,20
2125,Mi Gente,"J Balvin, Willy William",Ecuador,2017-08,20
2126,Glorious (feat. Skylar Grey),Macklemore,Australia,2017-08,20
2127,Me Rehúso,Danny Ocean,Peru,2017-08,20
2128,Imahe,Magnus Haven,Philippines,2020-02,20
2129,Toosie Slide,Drake,United States,2020-04,20
2130,Thunder,Imagine Dragons,Austria,2017-07,20
2131,Shape of You,Ed Sheeran,Czech Republic,2017-05,20
2132,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Belgium,2017-07,20
2133,Me Rehúso,Danny Ocean,Costa Rica,2017-06,20
2134,Me Rehúso,Danny Ocean,Honduras,2017-06,20
2135,Felices los 4,Maluma,Chile,2017-05,20
2136,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Indonesia,2017-05,20
2137,Sommergewitter,Pashanim,Germany,2021-07,20
2138,وناسه,DJ-MK,United Arab Emirates,2020-08,20
2139,Blå Himmel (feat. Hans Philip),KESI,Denmark,2020-08,20
2140,Melbourne,"Morvasu, TangBadVoice",Thailand,2020-08,20
2141,"""想見你想見你想見你(電視劇""""想見你""""片尾曲)""",831,Taiwan,2020-08,20
2142,Yonaguni,Bad Bunny,Panama,2021-07,20
2143,Petrouchka (feat. PLK),Soso Maness,France,2021-07,20
2144,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Austria,2020-07,20
2145,How You Like That,BLACKPINK,Malaysia,2020-08,20
2146,WAP (feat. Megan Thee Stallion),Cardi B,Australia,2020-09,20
2147,وناسه,DJ-MK,Saudi Arabia,2020-09,20
2148,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Argentina,2020-08,20
2149,Mamichula - con Nicki Nicole,"Trueno, Bizarrap, Taiu, TATOOL",Uruguay,2020-08,20
2150,La Curiosidad,"Jay Wheeler, DJ Nelson, Myke Towers",Chile,2020-08,20
2151,Mood (feat. iann dior),24kGoldn,Switzerland,2020-10,20
2152,WAP (feat. Megan Thee Stallion),Cardi B,New Zealand,2020-09,20
2153,WAP (feat. Megan Thee Stallion),Cardi B,Global,2020-08,20
2154,All I Want for Christmas Is You,Mariah Carey,Ireland,2020-12,20
2155,Dejlig,"Jimilian, Fouli",Denmark,2020-10,20
2156,Permission to Dance,BTS,Malaysia,2021-07,20
2157,All I Want for Christmas Is You,Mariah Carey,Latvia,2020-12,20
2158,Mood (feat. iann dior),24kGoldn,Canada,2020-09,20
2159,All I Want for Christmas Is You,Mariah Carey,Netherlands,2020-12,20
2160,STAY (with Justin Bieber),The Kid LAROI,New Zealand,2021-07,20
2161,BICHOTA,KAROL G,Peru,2021-01,20
2162,Tattoo - Remix with Camilo,Rauw Alejandro,Peru,2020-07,20
2163,positions,Ariana Grande,Ireland,2020-11,20
2164,HUNDO,Branco,Denmark,2020-11,20
2165,positions,Ariana Grande,Bulgaria,2020-11,20
2166,34+35,Ariana Grande,Philippines,2020-12,20
2167,drivers license,Olivia Rodrigo,Sweden,2021-01,20
2168,drivers license,Olivia Rodrigo,Bulgaria,2021-01,20
2169,drivers license,Olivia Rodrigo,Malaysia,2021-01,20
2170,Astronaut In The Ocean,Masked Wolf,United Arab Emirates,2021-03,20
2171,MONTERO (Call Me By Your Name),Lil Nas X,Belgium,2021-05,20
2172,drivers license,Olivia Rodrigo,Netherlands,2021-02,20
2173,เพื่อนเล่น ไม่เล่นเพื่อน (Just Being Friendly),"Tilly Birds, MILLI",Thailand,2021-05,20
2174,Binibini,Zack Tabudlo,Philippines,2021-05,20
2175,ドライフラワー,優里,Japan,2021-05,20
2176,Martılar,EDIS,Turkey,2021-04,20
2177,Astronaut In The Ocean,Masked Wolf,Hungary,2021-03,20
2178,Heartbreak Anniversary,Giveon,Philippines,2021-03,20
2179,أسياد الصوت,"Wegz, LZHYMR",Egypt,2021-05,20
2180,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,United Arab Emirates,2021-04,20
2181,DÁKITI,"Bad Bunny, Jhay Cortez",Dominican Republic,2021-02,20
2182,MONTERO (Call Me By Your Name),Lil Nas X,Hungary,2021-05,20
2183,To the Bone,Pamungkas,Indonesia,2021-05,20
2184,أسياد الصوت,"Wegz, LZHYMR",Egypt,2021-04,20
2185,"L-Gante: Bzrp Music Sessions, Vol.38","Bizarrap, L-Gante",Argentina,2021-03,20
2186,RAPSTAR,Polo G,United States,2021-04,20
2187,Batom de Cereja - Ao Vivo,Israel & Rodolffo,Brazil,2021-03,20
2188,E先生 連環不幸事件,Edan 呂爵安,Hong Kong,2021-06,20
2189,More Than You Know,Axwell /\ Ingrosso,Austria,2017-09,20
2190,Mi Gente,"J Balvin, Willy William",Portugal,2017-09,20
2191,Réseaux,Niska,France,2017-09,20
2192,ドライフラワー,Yuuri,Japan,2021-11,20
2193,Suena El Dembow,"Joey Montana, Sebastian Yatra",Panama,2017-09,20
2194,STAY (with Justin Bieber),The Kid LAROI,Hong Kong,2021-09,20
2195,Sobrio,Maluma,Bolivia,2021-08,20
2196,Volví,"Aventura, Bad Bunny",Chile,2021-08,20
2197,Kiss cam (podryw roku),Mata,Poland,2021-08,20
2198,Criminal,"Natti Natasha, Ozuna",Honduras,2017-10,20
2199,breeze,"Samey, Gleb, Natalia Hulejova",Slovakia,2021-09,20
2200,TDB,OBOY,France,2021-10,20
2201,STAY (with Justin Bieber),The Kid LAROI,Hungary,2021-09,20
2202,rockstar,"Post Malone, 21 Savage",Latvia,2018-01,20
2203,"""Raataan Lambiyan (From """"Shershaah"""")""","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",India,2021-08,20
2204,STAY (with Justin Bieber),The Kid LAROI,Saudi Arabia,2021-08,20
2205,Solmussa (feat. BEHM),Pikku G,Finland,2017-12,20
2206,STAY (with Justin Bieber),The Kid LAROI,Vietnam,2021-08,20
2207,Corazón,"Maluma, Nego do Borel",Argentina,2017-12,20
2208,Rewrite The Stars,"Zac Efron, Zendaya",Hong Kong,2018-01,20
2209,Blijf Bij Mij,"Ronnie Flex, Maan",Netherlands,2017-12,20
2210,All The Stars (with SZA),Kendrick Lamar,Hong Kong,2018-02,19
2211,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),"Anitta, Mc Zaac, Maejor",Brazil,2018-02,19
2212,rockstar,"Post Malone, 21 Savage",Poland,2018-02,19
2213,Rojo,J Balvin,Guatemala,2020-06,19
2214,Call Out My Name,The Weeknd,Greece,2018-04,19
2215,Better Now,Post Malone,Global,2018-05,19
2216,Favorito,Camilo,Argentina,2020-05,19
2217,Girls Like You (feat. Cardi B),Maroon 5,Israel,2018-06,19
2218,Amor de Verdade,"MC Kekel, MC Rita",Portugal,2018-06,19
2219,Mary Jane (Radio Edit),Burry Soprano,Turkey,2018-09,19
2220,Ciumeira - Ao Vivo,Marília Mendonça,Brazil,2018-09,19
2221,Lucky You (feat. Joyner Lucas),Eminem,Israel,2018-09,19
2222,Amore e Capoeira,"Takagi & Ketra, Giusy Ferreri, Sean Kingston",Italy,2018-08,19
2223,I Love It (& Lil Pump),Kanye West,Canada,2018-09,19
2224,Vaina Loca,"Ozuna, Manuel Turizo",Dominican Republic,2018-09,19
2225,TELÉFONO,Aitana,Spain,2018-08,19
2226,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)","$hirak, Lil Kleine",Netherlands,2018-07,19
2227,Devia Ir,Wet Bed Gang,Portugal,2018-08,19
2228,Vaina Loca,"Ozuna, Manuel Turizo",El Salvador,2018-08,19
2229,In My Feelings,Drake,Philippines,2018-07,19
2230,Su Casa,"KESI, Gilli",Denmark,2018-08,19
2231,Vaina Loca,"Ozuna, Manuel Turizo",Colombia,2018-09,19
2232,Te Boté - Remix,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Mexico,2018-08,19
2233,Eastside (with Halsey & Khalid),benny blanco,New Zealand,2018-08,19
2234,Girls Like You (feat. Cardi B),Maroon 5,Indonesia,2018-07,19
2235,91's,PNL,France,2018-08,19
2236,Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",Brazil,2019-01,19
2237,"thank u, next",Ariana Grande,Australia,2018-12,19
2238,Shallow,"Lady Gaga, Bradley Cooper",Sweden,2019-01,19
2239,Calma - Remix,"Pedro Capó, Farruko",Peru,2019-01,19
2240,"break up with your girlfriend, i'm bored",Ariana Grande,United Kingdom,2019-02,19
2241,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",Indonesia,2019-04,19
2242,ZEZE (feat. Travis Scott & Offset),Kodak Black,Canada,2018-10,19
2243,Khapta,"Heuss L'enfoiré, Sofiane",France,2019-02,19
2244,Soldi,Mahmood,Italy,2019-02,19
2245,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Argentina,2018-10,19
2246,Calma - Remix,"Pedro Capó, Farruko",Paraguay,2018-11,19
2247,MIA (feat. Drake),Bad Bunny,Guatemala,2018-10,19
2248,Otro Trago,"Sech, Darell",Mexico,2019-05,19
2249,Pauwi Nako,"PDL, Skusta Clee, Jnske, Bullet D, Yuridope, Flow G",Philippines,2019-03,19
2250,Rompe,"Priceless, Frenna, Murda",Netherlands,2019-03,19
2251,Callaita,"Bad Bunny, Tainy",Panama,2019-07,19
2252,Sucker,Jonas Brothers,Australia,2019-03,19
2253,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Colombia,2019-10,19
2254,Bússola,Nenny,Portugal,2019-09,19
2255,Al Mafrood,Aseel Hameem,Saudi Arabia,2019-10,19
2256,Señorita,"Shawn Mendes, Camila Cabello",Czech Republic,2019-09,19
2257,Dance Monkey,Tones And I,Finland,2019-10,19
2258,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Colombia,2019-03,19
2259,Memories,Maroon 5,United Arab Emirates,2019-11,19
2260,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Guatemala,2019-10,19
2261,Dance Monkey,Tones And I,Norway,2019-11,19
2262,Dance Monkey,Tones And I,Belgium,2019-09,19
2263,Dance Monkey,Tones And I,Czech Republic,2019-10,19
2264,Ona by tak chciała,Ronnie Ferrari,Poland,2019-08,19
2265,HIGHEST IN THE ROOM,Travis Scott,United States,2019-10,19
2266,Memories,Maroon 5,Hong Kong,2019-10,19
2267,The Box,Roddy Ricch,Latvia,2020-03,19
2268,Si Veo a Tu Mamá,Bad Bunny,Guatemala,2020-03,19
2269,Dance Monkey,Tones And I,Egypt,2020-02,19
2270,Dance Monkey,Tones And I,Canada,2019-12,19
2271,The Box,Roddy Ricch,South Africa,2020-03,19
2272,Sunday Best,Surfaces,Indonesia,2020-03,19
2273,Despacito (Featuring Daddy Yankee),Luis Fonsi,Paraguay,2017-03,19
2274,Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",Costa Rica,2020-03,19
2275,Favorito,Camilo,Panama,2020-04,19
2276,Blinding Lights,The Weeknd,Portugal,2020-03,19
2277,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Taiwan,2017-08,19
2278,Liberdade Provisória,Henrique & Juliano,Brazil,2019-12,19
2279,Toosie Slide,Drake,United Arab Emirates,2020-04,19
2280,Akad,Payung Teduh,Indonesia,2017-08,19
2281,Me Rehúso,Danny Ocean,Colombia,2017-06,19
2282,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Hungary,2017-07,19
2283,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Malaysia,2017-05,19
2284,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",Turkey,2017-07,19
2285,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Guatemala,2020-08,19
2286,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",Norway,2020-07,19
2287,ROCKSTAR (feat. Roddy Ricch),DaBaby,United Arab Emirates,2020-07,19
2288,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",El Salvador,2020-08,19
2289,Penelope (feat. Clever),william,Finland,2020-09,19
2290,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Honduras,2020-08,19
2291,WAP (feat. Megan Thee Stallion),Cardi B,South Africa,2020-09,19
2292,Bläulich,Apache 207,Germany,2020-07,19
2293,WAP (feat. Megan Thee Stallion),Cardi B,South Africa,2020-08,19
2294,La Jeepeta - Remix,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",Panama,2020-07,19
2295,Shayad,"Pritam, Arijit Singh",India,2020-07,19
2296,Maafkan Aku #terlanjurmencinta,Tiara Andini,Indonesia,2020-08,19
2297,WAP (feat. Megan Thee Stallion),Cardi B,Canada,2020-08,19
2298,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,United Arab Emirates,2020-12,19
2299,Снова я напиваюсь,SLAVA MARLOW,Russia,2020-11,19
2300,At My Worst,Pink Sweat$,Indonesia,2021-01,19
2301,WAP (feat. Megan Thee Stallion),Cardi B,New Zealand,2020-08,19
2302,Dynamite,BTS,Japan,2020-10,19
2303,Melukis Senja,Budi Doremi,Indonesia,2020-11,19
2304,positions,Ariana Grande,Malaysia,2020-11,19
2305,positions,Ariana Grande,Singapore,2020-11,19
2306,Naach Meri Rani,"Guru Randhawa, Nikhita Gandhi, Tanishk Bagchi, Nora Fatehi",India,2020-11,19
2307,drivers license,Olivia Rodrigo,Philippines,2021-01,19
2308,drivers license,Olivia Rodrigo,United States,2021-02,19
2309,DÁKITI,"Bad Bunny, Jhay Cortez",Colombia,2021-02,19
2310,MONTERO (Call Me By Your Name),Lil Nas X,Switzerland,2021-05,19
2311,Ale jazz!,"sanah, Vito Bambino",Poland,2021-03,19
2312,drivers license,Olivia Rodrigo,Belgium,2021-03,19
2313,drivers license,Olivia Rodrigo,Malaysia,2021-02,19
2314,פסקול חיי,Omer Adam,Israel,2021-03,19
2315,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Thailand,2021-03,19
2316,Bertaut,Nadin Amizah,Indonesia,2021-02,19
2317,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,Austria,2021-03,19
2318,"L-Gante: Bzrp Music Sessions, Vol.38","Bizarrap, L-Gante",Uruguay,2021-03,19
2319,On The Ground,ROSÉ,Vietnam,2021-03,19
2320,Todo De Ti,Rauw Alejandro,Uruguay,2021-06,19
2321,Fiel,"Los Legendarios, Wisin, Jhay Cortez",Chile,2021-03,19
2322,Я в моменте,"Dzharakhov, Markul",Russia,2021-06,19
2323,good 4 u,Olivia Rodrigo,South Africa,2021-06,19
2324,Bipolar,"Mc Davi, Mc Pedrinho, Mc Don Juan",Brazil,2021-05,19
2325,La musica non c'è,Coez,Italy,2017-11,19
2326,Too Good At Goodbyes,Sam Smith,Philippines,2017-11,19
2327,Havana,"Camila Cabello, Young Thug",Hungary,2017-11,19
2328,STAY (with Justin Bieber),The Kid LAROI,Canada,2021-09,19
2329,Keify Keda,"Wegz, Disco Misr",Egypt,2021-11,19
2330,SI TÚ SUPIERAS - Bonus Track,Feid,Colombia,2021-09,19
2331,Yonaguni,Bad Bunny,Colombia,2021-08,19
2332,STAY (with Justin Bieber),The Kid LAROI,United Kingdom,2021-09,19
2333,New Rules,Dua Lipa,Belgium,2017-09,19
2334,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,Portugal,2021-09,19
2335,Arranhão - Ao Vivo,Henrique & Juliano,Brazil,2021-09,19
2336,Los Malvekes,"Cris Mj, Marcianeke, Simon la Letra, Stars Music Chile",Chile,2021-11,19
2337,İki Aşık,Ersay Üner,Turkey,2017-12,19
2338,А+Г=ВНЛ,"Galena, Azis",Bulgaria,2021-12,19
2339,Bar,"TINI, L-Gante",Bolivia,2021-11,19
2340,Was du Liebe nennst,Bausa,Austria,2018-01,19
2341,rockstar,"Post Malone, 21 Savage",United States,2018-01,19
2342,rockstar,"Post Malone, 21 Savage",Switzerland,2017-12,19
2343,Bar,"TINI, L-Gante",Argentina,2021-11,19
2344,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,Philippines,2021-11,19
2345,LA FAMA (with The Weeknd),ROSALÍA,Spain,2021-11,19
2346,Bar,"TINI, L-Gante",Uruguay,2021-11,19
2347,Havana,"Camila Cabello, Young Thug",Singapore,2017-12,19
2348,Mwaka Moon,"Kalash, Damso",France,2017-12,19
2349,Rojo,J Balvin,Bolivia,2020-05,18
2350,Dura,Daddy Yankee,Argentina,2018-02,18
2351,FRIENDS,"Marshmello, Anne-Marie",Austria,2018-04,18
2352,Blinding Lights,The Weeknd,Global,2020-05,18
2353,All The Stars (with SZA),Kendrick Lamar,Malaysia,2018-03,18
2354,Better Now,Post Malone,Romania,2018-05,18
2355,Stuck with U (with Justin Bieber),Ariana Grande,Malaysia,2020-05,18
2356,Cupido (feat. Quavo),Sfera Ebbasta,Italy,2018-03,18
2357,Soy Peor,Bad Bunny,Dominican Republic,2017-01,18
2358,Reggaetón Lento (Bailemos),CNCO,Bolivia,2017-01,18
2359,Dura,Daddy Yankee,Colombia,2018-02,18
2360,Dura,Daddy Yankee,Peru,2018-02,18
2361,God's Plan,Drake,France,2018-03,18
2362,FRIENDS,"Marshmello, Anne-Marie",Indonesia,2018-04,18
2363,Nice For What,Drake,United States,2018-04,18
2364,God's Plan,Drake,Iceland,2018-02,18
2365,X,"Nicky Jam, J Balvin",Uruguay,2018-03,18
2366,X,"Nicky Jam, J Balvin",Costa Rica,2018-03,18
2367,Berlin lebt,Capital Bra,Austria,2018-06,18
2368,This Is America,Childish Gambino,Israel,2018-05,18
2369,Nice For What,Drake,Global,2018-04,18
2370,X,"Nicky Jam, J Balvin",Chile,2018-03,18
2371,Vaina Loca,"Ozuna, Manuel Turizo",Chile,2018-07,18
2372,Toda - Remix,"Alex Rose, Cazzu, Rauw Alejandro, Lenny Tavárez",Paraguay,2018-06,18
2373,In My Feelings,Drake,Malaysia,2018-07,18
2374,In My Feelings,Drake,Hong Kong,2018-07,18
2375,Africain,Stormy,Morocco,2020-06,18
2376,Happier,"Marshmello, Bastille",Singapore,2018-10,18
2377,打上花火,"DAOKO, Kenshi Yonezu",Japan,2018-06,18
2378,öölaps!,nublu,Estonia,2018-09,18
2379,เป็นไรไหม?,"OG-ANIC, Lazyloxy",Thailand,2018-10,18
2380,In My Feelings,Drake,Singapore,2018-07,18
2381,SICKO MODE,Travis Scott,United States,2018-08,18
2382,In My Feelings,Drake,Ireland,2018-08,18
2383,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Malaysia,2019-01,18
2384,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Australia,2019-01,18
2385,"thank u, next",Ariana Grande,Lithuania,2018-12,18
2386,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",New Zealand,2019-01,18
2387,"thank u, next",Ariana Grande,Canada,2018-12,18
2388,Baller los,MERO,Germany,2018-12,18
2389,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,Romania,2018-11,18
2390,Sweet but Psycho,Ava Max,Finland,2018-11,18
2391,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,Taiwan,2018-12,18
2392,"thank u, next",Ariana Grande,Greece,2018-12,18
2393,In My Mind,"Dynoro, Gigi D'Agostino",Hungary,2018-11,18
2394,Pa Mí - Remix,"Dalex, Rafa Pabön, KHEA, Sech, Cazzu, Feid, Lenny Tavárez",Costa Rica,2019-04,18
2395,On My Way,"Alan Walker, Sabrina Carpenter, Farruko",Indonesia,2019-05,18
2396,Ikuinen vappu,JVG,Finland,2019-02,18
2397,7 rings,Ariana Grande,Indonesia,2019-02,18
2398,7 rings,Ariana Grande,Ireland,2019-02,18
2399,7 rings,Ariana Grande,Romania,2019-02,18
2400,Kill This Love,BLACKPINK,Malaysia,2019-04,18
2401,Adan y Eva,Paulo Londra,Ecuador,2018-11,18
2402,Secreto,"Anuel AA, KAROL G",Chile,2019-02,18
2403,bad guy,Billie Eilish,Belgium,2019-04,18
2404,MIA (feat. Drake),Bad Bunny,Panama,2018-11,18
2405,Boy With Luv (feat. Halsey),BTS,Malaysia,2019-05,18
2406,Boy With Luv (feat. Halsey),BTS,Singapore,2019-04,18
2407,Calma - Remix,"Pedro Capó, Farruko",Costa Rica,2019-02,18
2408,Secreto,"Anuel AA, KAROL G",Ecuador,2019-02,18
2409,"""Bekhayali (From """"Kabir Singh"""")""","Sachet Tandon, Sachet-Parampara",India,2019-06,18
2410,Callaita,"Bad Bunny, Tainy",Dominican Republic,2019-07,18
2411,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",South Africa,2019-03,18
2412,Atrasadinha - Ao Vivo,"Felipe Araújo, Ferrugem",Brazil,2018-12,18
2413,SOLO,JENNIE,Thailand,2018-11,18
2414,Calma - Remix,"Pedro Capó, Farruko",Honduras,2018-12,18
2415,SOLO,JENNIE,Indonesia,2018-11,18
2416,I Don't Care (with Justin Bieber),Ed Sheeran,Australia,2019-05,18
2417,Señorita,"Shawn Mendes, Camila Cabello",United States,2019-07,18
2418,ภาวนา,MEYOU,Thailand,2019-09,18
2419,Tutu,"Camilo, Pedro Capó",Uruguay,2019-10,18
2420,Caliente,"Mente Fuerte, Hawk, Baghdad",Greece,2019-06,18
2421,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",Paraguay,2019-09,18
2422,Señorita,"Shawn Mendes, Camila Cabello",South Africa,2019-09,18
2423,HIGHEST IN THE ROOM,Travis Scott,Greece,2019-10,18
2424,HIGHEST IN THE ROOM,Travis Scott,Greece,2019-11,18
2425,Reünie,Snelle,Netherlands,2019-09,18
2426,Callaita,"Bad Bunny, Tainy",Peru,2019-07,18
2427,Señorita,"Shawn Mendes, Camila Cabello",Netherlands,2019-08,18
2428,Señorita,"Shawn Mendes, Camila Cabello",Germany,2019-07,18
2429,Dance Monkey,Tones And I,Global,2019-10,18
2430,blun7 a swishland,tha Supreme,Italy,2020-01,18
